PROJECT,TRAINING-RELEASES,TEST-RELEASE,CLASSIFIER,FEATURE-SELECTION,BALANCING,COST-SENSITIVE,%-TRAINING,PRECISION,RECALL,AUC,KAPPA,ACCURACY,TRUE-NEGATIVE,TRUE-POSITIVE,FALSE-POSITIVE,FALSE-NEGATIVE
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,NO_FEATURE_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,76.62061636556854,0.3607305936073059,0.7117117117117117,0.6430898984090474,0.21641713776894259,60.90909090909091,189.0,79.0,140.0,32.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,NO_FEATURE_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,54.07098121085595,0.30847457627118646,0.8198198198198198,0.5998795147731318,0.12894387980556782,49.09090909090909,125.0,91.0,204.0,20.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,NO_FEATURE_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,54.07098121085595,0.30847457627118646,0.8198198198198198,0.5998795147731318,0.12894387980556782,49.09090909090909,125.0,91.0,204.0,20.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,NO_FEATURE_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,54.07098121085595,0.30847457627118646,0.8198198198198198,0.5998795147731318,0.12894387980556782,49.09090909090909,125.0,91.0,204.0,20.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,NO_FEATURE_SELECTION,SMOTE,NO_COST_SENSITIVE,76.62061636556854,0.3397129186602871,0.6396396396396397,0.6100933760508228,0.17035656024236784,59.54545454545455,191.0,71.0,138.0,40.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,NO_FEATURE_SELECTION,SMOTE,SENSITIVE_LEARNING,76.62061636556854,0.3397129186602871,0.6396396396396397,0.6100933760508228,0.17035656024236784,59.54545454545455,191.0,71.0,138.0,40.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,NO_FEATURE_SELECTION,SMOTE,SENSITIVE_THRESHOLD,76.62061636556854,0.3397129186602871,0.6396396396396397,0.6100933760508228,0.17035656024236784,59.54545454545455,191.0,71.0,138.0,40.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,BEST_FIRST,NO_BALANCING,NO_COST_SENSITIVE,69.01408450704226,0.3541666666666667,0.7657657657657657,0.6783318272679975,0.2127323052589956,58.86363636363637,174.0,85.0,155.0,26.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,BEST_FIRST,NO_BALANCING,SENSITIVE_LEARNING,69.01408450704226,0.3125,0.7657657657657657,0.6789068703962321,0.1333136050898867,51.59090909090909,142.0,85.0,187.0,26.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,BEST_FIRST,NO_BALANCING,SENSITIVE_THRESHOLD,69.01408450704226,0.3125,0.7657657657657657,0.598688354007503,0.1333136050898867,51.59090909090909,142.0,85.0,187.0,26.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,BEST_FIRST,OVERSAMPLING,NO_COST_SENSITIVE,76.62061636556854,0.34385964912280703,0.8828828828828829,0.6868890166762507,0.20699288095881763,54.54545454545455,142.0,98.0,187.0,13.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,BEST_FIRST,OVERSAMPLING,SENSITIVE_LEARNING,76.62061636556854,0.30914826498422715,0.8828828828828829,0.6869163996823572,0.13451918674647723,47.27272727272727,110.0,98.0,219.0,13.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,BEST_FIRST,OVERSAMPLING,SENSITIVE_THRESHOLD,76.62061636556854,0.30914826498422715,0.8828828828828829,0.6086146937210767,0.13451918674647723,47.27272727272727,110.0,98.0,219.0,13.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,BEST_FIRST,UNDERSAMPLING,NO_COST_SENSITIVE,54.07098121085595,0.2910662824207493,0.9099099099099099,0.6287412032092883,0.09515929502112683,41.81818181818182,83.0,101.0,246.0,10.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,BEST_FIRST,UNDERSAMPLING,SENSITIVE_LEARNING,54.07098121085595,0.28450704225352114,0.9099099099099099,0.6287412032092883,0.0797750138635824,40.0,75.0,101.0,254.0,10.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,BEST_FIRST,UNDERSAMPLING,SENSITIVE_THRESHOLD,54.07098121085595,0.28450704225352114,0.9099099099099099,0.5689367178728881,0.0797750138635824,40.0,75.0,101.0,254.0,10.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,BEST_FIRST,SMOTE,NO_COST_SENSITIVE,76.62061636556854,0.33852140077821014,0.7837837837837838,0.6355595717297845,0.1860088112448267,55.90909090909091,159.0,87.0,170.0,24.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,BEST_FIRST,SMOTE,SENSITIVE_LEARNING,76.62061636556854,0.30103806228373703,0.7837837837837838,0.6355595717297845,0.11088857495395293,48.63636363636363,127.0,87.0,202.0,24.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,BEST_FIRST,SMOTE,SENSITIVE_THRESHOLD,76.62061636556854,0.30103806228373703,0.7837837837837838,0.5849010104329253,0.11088857495395293,48.63636363636363,127.0,87.0,202.0,24.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,NO_FEATURE_SELECTION,NO_BALANCING,NO_COST_SENSITIVE,76.09860664523043,0.21608040201005024,0.86,0.733030303030303,0.20247054435351186,63.45291479820628,240.0,43.0,156.0,7.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0 4.2.1",4.2.2,IBK,NO_FEATURE_SELECTION,NO_BALANCING,SENSITIVE_LEARNING,76.09860664523043,0.21608040201005024,0.86,0.733030303030303,0.20247054435351186,63.45291479820628,240.0,43.0,156.0,7.0
